,date,team_1,team_2,t1_avg_r,t1_avg_acs,t1_avg_k,t1_avg_d,t1_avg_a,t1_avg_kast,t1_avg_adr,t1_avg_hs,t1_avg_fk,t1_avg_fd,t1_top_k_diff,t1_top_fk_diff,t1_bot_k_diff,t1_bot_fk_diff,t2_avg_r,t2_avg_acs,t2_avg_k,t2_avg_d,t2_avg_a,t2_avg_kast,t2_avg_adr,t2_avg_hs,t2_avg_fk,t2_avg_fd,t2_top_k_diff,t2_top_fk_diff,t2_bot_k_diff,t2_bot_fk_diff,winner,t1_avg_r_rolling,t1_avg_acs_rolling,t1_avg_k_rolling,t1_avg_d_rolling,t1_avg_a_rolling,t1_avg_kast_rolling,t1_avg_adr_rolling,t1_avg_hs_rolling,t1_avg_fk_rolling,t1_avg_fd_rolling,t1_top_k_diff_rolling,t1_top_fk_diff_rolling,t1_bot_k_diff_rolling,t1_bot_fk_diff_rolling,t2_avg_r_rolling,t2_avg_acs_rolling,t2_avg_k_rolling,t2_avg_d_rolling,t2_avg_a_rolling,t2_avg_kast_rolling,t2_avg_adr_rolling,t2_avg_hs_rolling,t2_avg_fk_rolling,t2_avg_fd_rolling,t2_top_k_diff_rolling,t2_top_fk_diff_rolling,t2_bot_k_diff_rolling,t2_bot_fk_diff_rolling,opp_code
84,2024-04-23,Evil Geniuses,Sentinels,1.002,202.6,51.0,49.2,16.4,67.4,134.0,30.2,6.6,7.4,8.0,4.0,-6.0,-8.0,0.9860000000000001,205.8,49.2,51.0,24.8,69.0,133.2,24.8,7.4,6.6,7.0,8.0,-10.0,-4.0,0,0.806,177.8,30.1,38.2,10.399999999999999,61.0,119.19999999999999,34.7,4.9,5.1,-3.5,3.5,-12.5,-4.0,1.17,215.5,38.2,30.200000000000003,14.2,74.69999999999999,139.89999999999998,30.700000000000003,5.100000000000001,4.9,22.5,5.5,-5.5,-4.0,13
85,2024-04-28,Evil Geniuses,NRG Esports,1.144,211.2,52.6,46.8,24.8,72.2,138.4,31.6,8.2,6.4,20.0,6.0,-4.0,-4.0,0.8960000000000001,182.6,46.8,52.6,21.0,66.8,123.4,28.0,6.4,8.2,8.0,4.0,-14.0,-5.0,0,0.887,184.7,36.6,39.900000000000006,10.999999999999998,61.6,122.39999999999999,32.6,5.2,5.800000000000001,2.5,3.5,-10.5,-7.0,1.0830000000000002,210.10000000000002,39.900000000000006,36.6,17.5,71.39999999999999,137.39999999999998,29.200000000000003,5.8000000000000025,5.2,10.5,7.0,-5.0,-4.0,11
86,2024-06-23,Evil Geniuses,LOUD,0.984,191.6,41.8,45.8,18.0,70.4,123.4,31.6,7.6,5.0,9.0,18.0,-18.0,-9.0,1.02,205.0,45.8,41.8,18.4,73.8,137.4,28.8,5.0,7.6,15.0,-1.0,-3.0,-5.0,0,1.073,206.89999999999998,51.8,48.00000000000001,20.6,69.80000000000001,136.2,30.900000000000006,7.4,6.9,14.0,5.0,-5.0,-6.0,0.9410000000000001,194.2,48.00000000000001,51.8,22.9,67.89999999999999,128.3,26.4,6.900000000000002,7.4,7.5,6.0,-12.0,-4.5,8
87,2024-06-29,Evil Geniuses,FURIA,1.3379999999999999,241.0,31.6,19.4,14.8,89.2,159.6,36.4,4.4,2.6,20.0,7.0,8.0,-3.0,0.6719999999999999,166.8,19.4,31.6,7.6,62.2,110.0,30.2,2.6,4.4,-2.0,1.0,-22.0,-6.0,0,1.064,201.39999999999998,47.2,46.300000000000004,21.4,71.30000000000001,130.9,31.6,7.9,5.7,14.5,12.0,-11.0,-6.5,0.958,193.8,46.300000000000004,47.2,19.7,70.29999999999998,130.4,28.4,5.700000000000002,7.9,11.5,1.5,-8.5,-5.0,3
88,2023-04-17,FURIA,LOUD,0.8240000000000001,176.6,23.4,31.0,9.0,61.6,117.4,25.2,2.8,5.0,-2.0,3.0,-17.0,-5.0,1.146,217.2,31.0,23.4,11.0,84.0,136.4,25.6,5.0,2.8,27.0,11.0,-10.0,-5.0,1,1.1110000000000002,206.10000000000002,38.400000000000006,34.4,15.399999999999999,76.6,133.1,25.8,5.2,5.5,19.0,3.5,-6.5,-3.0,0.92,190.9,34.4,38.400000000000006,16.8,70.0,126.60000000000001,20.5,5.5,5.2,5.5,3.0,-12.0,-3.0,8
89,2023-04-22,FURIA,Evil Geniuses,1.0,203.8,50.8,48.2,18.6,70.8,135.0,24.6,8.4,5.8,19.0,11.0,-6.0,-3.0,1.008,200.6,48.2,50.8,21.8,69.8,130.0,23.4,5.8,8.4,7.0,0.0,-13.0,-6.0,0,0.9440000000000001,187.7,34.3,36.8,13.7,69.5,123.0,24.9,4.6,5.8,9.5,4.0,-15.5,-4.5,1.053,204.1,36.8,34.3,15.4,77.5,132.60000000000002,23.5,5.8,4.6,19.0,7.0,-10.0,-4.5,2
90,2023-04-25,FURIA,Cloud9,0.89,195.2,29.2,31.4,11.6,72.0,129.4,25.0,4.0,4.6,5.0,4.0,-9.0,-5.0,1.114,207.6,31.4,29.2,12.6,75.4,135.8,25.0,4.6,4.0,9.0,4.0,-6.0,-1.0,1,0.912,190.2,37.099999999999994,39.60000000000001,13.8,66.2,126.2,24.9,5.6000000000000005,5.4,8.5,7.0,-11.5,-4.0,1.077,208.89999999999998,39.60000000000001,37.099999999999994,16.4,76.9,133.2,24.5,5.4,5.6000000000000005,17.0,5.5,-11.5,-5.5,1
91,2023-04-29,FURIA,MIBR,1.1059999999999999,200.2,30.6,26.2,15.6,77.8,129.0,25.8,5.2,3.6,15.0,6.0,-3.0,-2.0,0.9199999999999999,175.4,26.2,30.6,10.4,67.8,116.4,23.0,3.6,5.2,1.0,2.0,-10.0,-7.0,0,0.9450000000000001,199.5,40.0,39.800000000000004,15.100000000000001,71.4,132.2,24.8,6.200000000000001,5.199999999999999,12.0,7.5,-7.5,-4.0,1.061,204.1,39.800000000000004,40.0,17.2,72.6,132.9,24.2,5.199999999999999,6.200000000000001,8.0,2.0,-9.5,-3.5,10
92,2023-05-08,FURIA,NRG Esports,0.9420000000000002,190.4,44.0,46.4,17.2,71.0,124.6,25.6,6.4,6.8,14.0,5.0,-10.0,-3.0,1.052,196.6,46.4,44.0,21.6,75.6,123.8,19.2,7.0,6.6,11.0,3.0,-7.0,-2.0,1,0.998,197.7,29.9,28.800000000000004,13.6,74.9,129.2,25.4,4.6,4.1,10.0,5.0,-6.0,-3.5,1.017,191.5,28.800000000000004,29.9,11.5,71.6,126.10000000000001,24.0,4.1,4.6,5.0,3.0,-8.0,-4.0,11
93,2023-05-13,FURIA,100 Thieves,0.8959999999999999,179.4,41.8,46.8,16.6,69.0,120.4,25.4,5.6,7.8,3.0,2.0,-9.0,-7.0,1.1199999999999999,199.4,46.8,41.8,23.0,75.0,130.0,25.0,7.8,5.6,19.0,8.0,-4.0,0.0,1,1.024,195.3,37.3,36.3,16.4,74.4,126.8,25.700000000000003,5.800000000000001,5.2,14.5,5.5,-6.5,-2.5,0.986,186.0,36.3,37.3,16.0,71.69999999999999,120.1,21.1,5.3,5.9,6.0,2.5,-8.5,-4.5,0
94,2023-05-18,FURIA,Sentinels,0.994,195.0,51.4,51.2,19.6,72.2,126.2,24.8,7.4,7.4,10.0,9.0,-4.0,-6.0,0.9880000000000001,195.4,51.0,51.4,20.0,71.8,131.8,26.0,7.4,7.4,8.0,5.0,-4.0,-9.0,1,0.919,184.9,42.89999999999999,46.599999999999994,16.9,70.0,122.5,25.5,6.0,7.300000000000001,8.5,3.5,-9.5,-5.0,1.0859999999999999,198.0,46.599999999999994,42.89999999999999,22.3,75.3,126.89999999999999,22.1,7.4,6.1,15.0,5.5,-5.5,-1.0,13
95,2023-05-23,FURIA,Leviatán,1.1199999999999999,207.2,55.6,48.4,21.8,77.0,137.0,28.0,6.8,8.2,15.0,6.0,-2.0,-5.0,0.892,182.2,48.2,55.6,22.4,71.6,123.2,20.2,8.2,6.8,13.0,5.0,-22.0,-1.0,0,0.945,187.2,46.599999999999994,49.0,18.1,70.6,123.30000000000001,25.1,6.5,7.6,6.5,5.5,-6.5,-6.5,1.054,197.4,48.900000000000006,46.599999999999994,21.5,73.4,130.9,25.5,7.6,6.5,13.5,6.5,-4.0,-4.5,9
96,2023-05-24,FURIA,LOUD,0.728,154.0,18.0,28.6,7.0,59.4,103.0,24.2,3.0,4.0,-5.0,1.0,-18.0,-3.0,1.2760000000000002,222.2,28.6,18.0,12.2,87.0,147.2,29.2,4.0,3.0,24.0,5.0,3.0,-3.0,1,1.057,201.1,53.5,49.800000000000004,20.700000000000003,74.6,131.60000000000002,26.4,7.1,7.799999999999999,12.5,7.5,-3.0,-5.5,0.9400000000000001,188.8,49.60000000000001,53.5,21.2,71.69999999999999,127.5,23.1,7.799999999999999,7.1,10.5,5.0,-13.0,-5.0,8
97,2023-05-25,FURIA,NRG Esports,0.924,183.8,28.0,31.8,10.2,69.0,123.0,24.4,3.6,5.4,1.0,0.0,-13.0,-4.0,1.092,197.6,31.8,28.0,13.8,75.6,132.2,26.0,5.4,3.6,9.0,8.0,-3.0,-4.0,1,0.9239999999999999,180.6,36.8,38.5,14.400000000000002,68.2,120.00000000000001,26.1,4.9,6.099999999999999,5.0,3.5,-10.0,-4.0,1.084,202.2,38.400000000000006,36.8,17.299999999999997,79.3,135.2,24.7,6.099999999999999,4.9,18.5,5.0,-9.5,-2.0,11
98,2023-07-16,FURIA,KRÜ Esports,0.9139999999999999,195.6,44.6,48.2,18.0,70.2,127.0,25.4,6.4,7.0,3.0,3.0,-9.0,-4.0,1.076,203.6,48.2,44.6,17.4,75.4,127.6,25.6,7.0,6.4,26.0,4.0,-5.0,-2.0,1,0.8260000000000001,168.9,22.999999999999996,30.200000000000003,8.600000000000001,64.2,113.00000000000001,24.299999999999997,3.3,4.699999999999999,-2.0,0.5,-15.5,-3.5,1.1840000000000002,209.89999999999998,30.200000000000003,22.999999999999996,13.0,81.3,139.7,27.6,4.699999999999999,3.3,16.5,6.5,0.0,-3.5,7
99,2024-02-16,FURIA,NRG Esports,0.906,178.2,26.4,31.6,11.8,68.2,115.2,25.8,3.4,5.4,7.0,1.0,-23.0,-9.0,1.114,203.6,31.6,26.4,14.6,79.2,136.4,26.0,5.4,3.4,13.0,7.0,-7.0,-2.0,1,0.919,189.7,36.3,40.0,14.100000000000001,69.6,125.00000000000001,24.9,5.0,6.199999999999999,2.0,1.5,-11.0,-4.0,1.084,200.6,40.0,36.3,15.6,75.5,129.89999999999998,25.8,6.199999999999999,5.0,17.5,6.0,-4.0,-3.0,11
100,2024-02-19,FURIA,MIBR,0.9780000000000001,188.4,29.4,31.4,11.8,66.4,127.4,26.8,5.0,4.2,6.0,3.0,-8.0,0.0,1.0340000000000003,195.0,31.4,29.4,11.6,69.4,130.6,29.6,4.2,5.0,9.0,4.0,-9.0,-6.0,1,0.9099999999999999,186.89999999999998,35.5,39.900000000000006,14.900000000000002,69.2,121.10000000000002,25.6,4.9,6.199999999999999,5.0,2.0,-16.0,-6.5,1.0950000000000002,203.6,39.900000000000006,35.5,16.0,77.30000000000001,132.0,25.8,6.199999999999999,4.9,19.5,5.5,-6.0,-2.0,10
101,2024-04-08,FURIA,KRÜ Esports,0.8240000000000001,179.2,39.6,48.2,13.2,64.6,122.8,30.6,5.2,7.6,-2.0,2.0,-16.0,-5.0,1.1620000000000001,210.0,48.2,39.6,20.0,76.4,144.4,31.2,7.6,5.2,26.0,7.0,-10.0,0.0,1,0.9420000000000001,183.3,27.899999999999995,31.500000000000004,11.8,67.30000000000001,121.30000000000001,26.3,4.2,4.799999999999999,6.5,2.0,-15.5,-4.5,1.0740000000000003,199.3,31.500000000000004,27.899999999999995,13.1,74.30000000000001,133.5,27.8,4.799999999999999,4.2,11.0,5.5,-8.0,-4.0,7
102,2024-04-14,FURIA,NRG Esports,0.78,172.4,21.2,29.6,9.4,64.0,112.2,25.8,3.0,4.2,-1.0,2.0,-12.0,-5.0,1.214,225.6,29.6,21.2,10.8,80.2,150.0,35.8,4.2,3.0,17.0,6.0,0.0,-2.0,1,0.901,183.8,34.5,39.800000000000004,12.500000000000002,65.5,125.10000000000002,28.700000000000003,5.1,5.899999999999999,2.0,2.5,-12.0,-2.5,1.0980000000000003,202.5,39.800000000000004,34.5,15.8,72.9,137.5,30.4,5.899999999999999,5.1,17.5,5.5,-9.5,-3.0,11
103,2024-04-22,FURIA,G2 Esports,0.552,143.4,15.0,27.8,6.2,51.2,97.2,27.4,1.6,4.8,-6.0,1.0,-20.0,-5.0,1.416,226.8,27.8,15.0,9.8,88.4,141.2,24.2,4.8,1.6,22.0,8.0,2.0,0.0,1,0.802,175.8,30.4,38.900000000000006,11.3,64.3,117.50000000000001,28.200000000000003,4.1,5.899999999999999,-1.5,2.0,-14.0,-5.0,1.1880000000000002,217.8,38.900000000000006,30.4,15.4,78.30000000000001,147.2,33.5,5.899999999999999,4.1,21.5,6.5,-5.0,-1.0,5
104,2024-04-28,FURIA,Cloud9,0.884,202.4,37.0,40.8,13.4,72.6,131.4,26.2,4.0,6.4,1.0,0.0,-13.0,-5.0,1.116,218.6,40.8,37.0,20.6,79.4,147.4,23.8,6.4,4.0,16.0,9.0,-11.0,-1.0,1,0.666,157.9,18.099999999999994,28.700000000000003,7.8000000000000025,57.6,104.70000000000002,26.6,2.3,4.499999999999999,-3.5,1.5,-16.0,-5.0,1.315,226.2,28.700000000000003,18.099999999999994,10.3,84.30000000000001,145.6,29.999999999999993,4.499999999999999,2.3,19.5,7.0,1.0,-1.0,1
105,2024-05-03,FURIA,Sentinels,0.8320000000000001,169.0,23.6,29.2,9.0,65.2,114.2,30.4,2.4,5.6,-1.0,-1.0,-14.0,-6.0,1.174,204.4,29.2,23.8,12.4,79.6,141.8,25.2,5.6,2.4,21.0,11.0,-7.0,-1.0,1,0.718,172.9,25.999999999999993,34.3,9.8,61.9,114.30000000000001,26.799999999999997,2.8,5.6,-2.5,0.5,-16.5,-5.0,1.266,222.7,34.3,25.999999999999993,15.200000000000001,83.9,144.3,23.999999999999996,5.6,2.8,19.0,8.5,-4.5,-0.5,13
106,2024-06-23,FURIA,100 Thieves,1.058,212.4,41.6,39.2,17.8,75.8,138.4,29.6,4.8,6.4,21.0,1.0,-10.0,-4.0,0.974,203.0,39.2,41.6,17.4,73.0,137.4,28.8,6.4,4.8,-1.0,5.0,-5.0,-1.0,0,0.8580000000000001,185.7,30.299999999999994,35.0,11.200000000000003,68.9,122.80000000000004,28.299999999999997,3.1999999999999997,5.999999999999999,0.0,-0.5,-13.5,-5.5,1.145,211.5,35.0,30.39999999999999,16.5,79.5,144.60000000000002,24.499999999999996,5.999999999999999,3.1999999999999997,18.5,10.0,-9.0,-1.0,0
107,2024-06-29,FURIA,Evil Geniuses,0.6719999999999999,166.8,19.4,31.6,7.6,62.2,110.0,30.2,2.6,4.4,-2.0,1.0,-22.0,-6.0,1.3379999999999999,241.0,31.6,19.4,14.8,89.2,159.6,36.4,4.4,2.6,20.0,7.0,8.0,-3.0,1,0.9450000000000001,190.7,32.599999999999994,34.2,13.4,70.5,126.30000000000001,30.0,3.5999999999999996,5.999999999999999,10.0,0.0,-12.0,-5.0,1.0739999999999998,203.7,34.2,32.699999999999996,14.899999999999999,76.3,139.60000000000002,26.999999999999996,5.999999999999999,3.5999999999999996,10.0,8.0,-6.0,-1.0,2
108,2022-08-04,FaZe Clan,Evil Geniuses,1.0260000000000002,206.8,63.0,59.4,21.6,72.4,137.2,25.8,9.2,8.2,33.0,5.0,-15.0,-4.0,0.978,198.0,59.4,63.2,21.0,69.2,130.2,25.2,8.4,9.4,12.0,7.0,-14.0,-6.0,0,0.963,194.8,36.4,39.4,14.0,68.4,128.9,21.4,5.3,5.5,4.0,3.0,-11.0,-4.5,1.032,208.2,39.3,36.4,13.0,71.69999999999999,137.3,22.6,5.5,5.3,9.5,4.0,-4.5,-3.5,2
109,2022-08-07,FaZe Clan,100 Thieves,1.04,207.2,45.2,40.4,13.6,73.4,134.4,28.6,6.2,6.2,26.0,5.0,-9.0,-5.0,0.954,191.0,40.2,45.2,18.8,69.6,122.2,24.8,6.2,6.2,6.0,4.0,-20.0,-4.0,0,0.9600000000000001,199.9,46.5,47.4,15.700000000000001,68.80000000000001,134.5,23.4,6.5,6.8,18.5,3.5,-13.0,-5.5,1.048,209.0,47.3,46.6,17.1,71.4,138.6,23.2,6.9,6.6,12.5,7.0,-8.5,-4.5,0
110,2022-08-12,FaZe Clan,The Guard,0.752,165.0,20.6,31.0,8.6,58.4,111.4,29.4,2.6,5.0,-5.0,2.0,-17.0,-5.0,1.27,231.0,31.0,20.6,14.4,80.0,141.8,31.4,5.0,2.6,16.0,5.0,1.0,-1.0,1,1.0330000000000001,207.0,54.1,49.9,17.6,72.9,135.8,27.200000000000003,7.699999999999999,7.199999999999999,29.5,5.0,-12.0,-4.5,0.966,194.5,49.8,54.2,19.9,69.4,126.19999999999999,25.0,7.300000000000001,7.800000000000001,9.0,5.5,-17.0,-5.0,15
111,2022-08-13,FaZe Clan,100 Thieves,0.778,183.2,35.4,46.2,12.2,64.6,118.4,29.8,5.0,6.6,-7.0,4.0,-18.0,-5.0,1.206,223.0,46.2,35.4,17.2,79.2,142.4,32.0,6.6,5.0,27.0,7.0,-4.0,-5.0,1,0.896,186.1,32.900000000000006,35.7,11.1,65.9,122.9,29.0,4.4,5.6,10.5,3.5,-13.0,-5.0,1.112,211.0,35.6,32.900000000000006,16.6,74.8,132.0,28.1,5.6,4.400000000000001,11.0,4.5,-9.5,-2.5,0
112,2024-02-25,G2 Esports,KRÜ Esports,1.152,211.8,31.0,26.0,15.8,79.0,144.2,25.2,4.2,4.2,11.0,3.0,1.0,-5.0,0.9040000000000001,179.0,26.0,31.0,12.2,68.0,117.4,29.0,4.2,4.2,5.0,6.0,-15.0,-4.0,0,0.991,199.6,41.599999999999994,41.4,16.5,72.0,132.0,29.7,5.1,6.9,9.0,2.5,-9.0,-4.0,1.018,199.1,41.4,41.599999999999994,17.3,68.9,132.39999999999998,30.9,6.9,5.1,10.5,6.0,-12.5,-5.0,7
113,2024-02-26,G2 Esports,MIBR,0.9260000000000002,190.0,48.2,52.6,15.8,69.8,128.2,33.2,7.4,7.2,7.0,3.0,-19.0,-2.0,1.06,204.6,52.6,48.2,19.6,73.2,135.8,29.4,7.2,7.4,19.0,5.0,-11.0,-3.0,1,1.053,204.0,33.4,31.5,14.8,75.6,138.0,28.2,4.300000000000001,5.1,9.0,2.5,-3.5,-4.0,0.9770000000000001,191.3,31.5,33.4,13.6,68.6,125.3,30.1,5.1,4.300000000000001,5.5,5.0,-11.5,-5.0,10
114,2024-02-26,G2 Esports,Sentinels,0.998,195.0,45.0,44.0,17.6,71.8,126.4,27.2,7.0,6.0,13.0,6.0,-10.0,-2.0,1.012,194.6,44.0,45.0,19.0,68.4,130.2,25.0,6.0,7.0,15.0,2.0,-6.0,-9.0,0,1.0390000000000001,200.9,39.6,39.3,15.8,74.4,136.2,29.200000000000003,5.800000000000001,5.7,9.0,3.0,-9.0,-3.5,0.9820000000000002,191.8,39.3,39.6,15.9,70.6,126.60000000000001,29.2,5.7,5.800000000000001,12.0,5.5,-13.0,-3.5,13
115,2024-04-07,G2 Esports,Evil Geniuses,1.31,227.6,30.8,22.0,15.0,78.8,145.6,24.2,4.8,2.6,20.0,3.0,-10.0,0.0,0.71,176.4,22.0,30.8,10.2,62.8,122.8,30.2,2.6,4.8,10.0,-2.0,-16.0,-3.0,0,0.9620000000000001,192.5,46.6,48.3,16.700000000000003,70.8,127.3,30.200000000000003,7.2,6.6,10.0,4.5,-14.5,-2.0,1.036,199.6,48.3,46.6,19.3,70.80000000000001,133.0,27.2,6.6,7.2,17.0,3.5,-8.5,-6.0,2
116,2024-04-13,G2 Esports,100 Thieves,0.916,187.2,27.0,30.6,15.0,71.4,122.0,25.2,4.0,4.6,2.0,3.0,-8.0,-6.0,1.122,201.6,30.4,27.0,13.6,71.6,134.0,24.8,4.6,4.0,10.0,2.0,-6.0,-2.0,1,1.154,211.3,37.9,33.0,16.3,75.3,136.0,25.7,5.9,4.3,16.5,4.5,-10.0,-1.0,0.8610000000000001,185.5,33.0,37.9,14.6,65.6,126.5,27.6,4.3,5.9,12.5,0.0,-11.0,-6.0,0
117,2024-04-22,G2 Esports,FURIA,1.416,226.8,27.8,15.0,9.8,88.4,141.2,24.2,4.8,1.6,22.0,8.0,2.0,0.0,0.552,143.4,15.0,27.8,6.2,51.2,97.2,27.4,1.6,4.8,-6.0,1.0,-20.0,-5.0,0,1.113,207.39999999999998,28.9,26.3,15.0,75.1,133.8,24.7,4.4,3.5999999999999996,11.0,3.0,-9.0,-3.0,0.9160000000000001,189.0,26.2,28.9,11.899999999999999,67.19999999999999,128.4,27.5,3.5999999999999996,4.4,10.0,0.0,-11.0,-2.5,3
118,2024-04-24,G2 Esports,Leviatán,0.8899999999999999,181.8,38.6,45.8,10.8,65.0,121.4,29.0,5.0,7.4,11.0,3.0,-19.0,-7.0,1.0879999999999999,205.8,45.8,38.6,18.2,76.0,137.4,31.4,7.4,5.0,29.0,6.0,-6.0,-1.0,1,1.166,207.0,27.4,22.8,12.4,79.9,131.6,24.7,4.4,3.0999999999999996,12.0,5.5,-3.0,-3.0,0.8370000000000002,172.5,22.7,27.4,9.9,61.4,115.6,26.1,3.0999999999999996,4.4,2.0,1.5,-13.0,-3.5,9
119,2024-04-27,G2 Esports,MIBR,1.168,225.2,30.8,24.2,11.2,77.4,154.2,30.2,3.6,4.0,12.0,2.0,2.0,-2.0,0.8099999999999999,179.2,24.2,30.8,9.2,69.2,121.0,27.0,4.0,3.6,-3.0,2.0,-15.0,-1.0,0,1.153,204.3,33.2,30.4,10.3,76.7,131.3,26.6,4.9,4.5,16.5,5.5,-8.5,-3.5,0.8200000000000001,174.60000000000002,30.4,33.2,12.2,63.6,117.30000000000001,29.4,4.5,4.9,11.5,3.5,-13.0,-3.0,10
120,2024-05-05,G2 Esports,LOUD,0.8079999999999998,166.6,22.8,30.2,11.0,65.4,113.0,23.2,3.0,5.2,2.0,0.0,-17.0,-4.0,1.222,210.6,30.2,22.8,12.8,78.0,142.6,29.4,5.2,3.0,25.0,3.0,-4.0,0.0,1,1.029,203.5,34.7,35.0,11.0,71.2,137.8,29.6,4.3,5.7,11.5,2.5,-8.5,-4.5,0.9490000000000001,192.5,35.0,34.7,13.700000000000001,72.6,129.20000000000002,29.2,5.7,4.3,13.0,4.0,-10.5,-1.0,8
121,2024-05-08,G2 Esports,Cloud9,1.1599999999999997,215.6,35.2,28.8,16.2,78.8,141.6,24.2,4.6,4.8,12.0,4.0,-1.0,-4.0,0.8540000000000001,177.0,28.8,35.2,10.0,65.2,118.8,28.4,4.8,4.6,1.0,3.0,-18.0,-3.0,0,0.9879999999999999,195.89999999999998,26.8,27.2,11.1,71.4,133.6,26.7,3.3,4.6,7.0,1.0,-7.5,-3.0,1.016,194.89999999999998,27.2,26.8,11.000000000000002,73.6,131.8,28.2,4.6,3.3,11.0,2.5,-9.5,-0.5,1
122,2024-05-09,G2 Esports,KRÜ Esports,1.232,223.2,31.8,23.6,14.8,78.6,150.0,27.0,4.6,3.2,22.0,5.0,0.0,-1.0,0.778,176.4,23.6,31.8,9.2,61.4,116.0,27.0,3.2,4.6,0.0,2.0,-15.0,-6.0,0,0.9839999999999998,191.1,29.0,29.5,13.6,72.1,127.3,23.7,3.8,5.0,7.0,2.0,-9.0,-4.0,1.0380000000000003,193.8,29.5,29.0,11.400000000000002,71.6,130.7,28.9,5.0,3.8,13.0,3.0,-11.0,-1.5,7
123,2024-05-10,G2 Esports,100 Thieves,0.944,185.4,39.8,46.2,20.4,65.2,123.2,24.4,5.6,7.0,9.0,5.0,-27.0,-5.0,1.102,207.8,46.2,39.8,24.0,76.0,134.4,23.2,7.0,5.6,23.0,8.0,-8.0,-1.0,1,1.1959999999999997,219.39999999999998,33.5,26.200000000000003,15.5,78.69999999999999,145.8,25.6,4.6,4.0,17.0,4.5,-0.5,-2.5,0.8160000000000002,176.7,26.200000000000003,33.5,9.600000000000001,63.3,117.4,27.7,4.0,4.6,0.5,2.5,-16.5,-4.5,0
124,2024-05-11,G2 Esports,Leviatán,1.0079999999999998,200.2,84.0,85.6,35.4,71.6,132.4,28.4,12.2,11.6,21.0,4.0,-16.0,-10.0,0.9780000000000001,204.0,85.6,84.0,30.8,71.8,137.2,31.4,11.6,12.2,17.0,5.0,-16.0,-8.0,0,1.088,204.3,35.8,34.900000000000006,17.6,71.9,136.6,25.7,5.1,5.1,15.5,5.0,-13.5,-3.0,0.9400000000000002,192.10000000000002,34.900000000000006,35.8,16.6,68.69999999999999,125.19999999999999,25.1,5.1,5.1,11.5,5.0,-11.5,-3.5,9
125,2024-05-12,G2 Esports,100 Thieves,0.8539999999999999,185.2,40.2,48.6,16.0,70.2,125.0,29.4,5.4,7.2,-1.0,2.0,-18.0,-5.0,1.1320000000000001,213.0,48.6,40.2,16.4,77.4,141.2,31.4,7.2,5.4,20.0,6.0,0.0,-4.0,1,0.9759999999999999,192.8,61.9,65.9,27.9,68.4,127.80000000000001,26.4,8.899999999999999,9.3,15.0,4.5,-21.5,-7.5,1.0400000000000003,205.9,65.9,61.9,27.400000000000002,73.89999999999999,135.79999999999998,27.299999999999997,9.3,8.899999999999999,20.0,6.5,-12.0,-4.5,0
126,2024-06-24,G2 Esports,Cloud9,0.9979999999999999,192.0,42.6,42.2,19.2,69.4,124.0,22.4,6.4,6.2,5.0,5.0,-5.0,-3.0,1.0139999999999998,191.8,42.2,42.6,19.0,71.8,128.8,25.2,6.2,6.4,8.0,5.0,-10.0,-7.0,0,0.9309999999999998,192.7,62.1,67.10000000000001,25.7,70.9,128.70000000000002,28.9,8.8,9.4,10.0,3.0,-17.0,-7.5,1.0550000000000002,208.5,67.10000000000001,62.1,23.6,74.6,139.2,31.4,9.4,8.8,18.5,5.5,-8.0,-6.0,1
127,2024-07-01,G2 Esports,NRG Esports,1.136,217.0,31.4,24.8,13.8,80.0,142.6,26.2,4.6,3.6,17.0,4.0,0.0,-1.0,0.8699999999999999,183.6,24.8,31.4,13.0,68.6,119.8,26.2,3.6,4.6,5.0,4.0,-25.0,-7.0,0,0.9259999999999999,188.6,41.400000000000006,45.400000000000006,17.6,69.80000000000001,124.5,25.9,5.9,6.700000000000001,2.0,3.5,-11.5,-4.0,1.073,202.4,45.400000000000006,41.400000000000006,17.700000000000003,74.6,135.0,28.299999999999997,6.700000000000001,5.9,14.0,5.5,-5.0,-5.5,11
128,2023-04-16,KRÜ Esports,Evil Geniuses,0.9400000000000001,189.0,44.8,49.0,23.0,72.0,123.0,19.4,7.0,6.6,2.0,6.0,-11.0,-3.0,1.1,208.0,49.0,44.8,24.8,77.0,136.0,21.4,6.6,7.0,9.0,5.0,-6.0,-5.0,1,0.9339999999999999,193.8,37.0,42.1,18.6,68.5,126.3,21.700000000000003,5.5,5.9,1.5,3.0,-18.5,-3.5,1.093,211.7,42.1,37.1,18.4,75.1,135.6,25.6,5.9,5.5,16.0,3.5,-3.0,-2.5,2
129,2023-04-22,KRÜ Esports,100 Thieves,1.0159999999999998,208.4,43.4,40.4,24.0,76.6,137.0,25.0,5.6,6.2,11.0,2.0,-13.0,-4.0,1.032,197.4,40.4,43.4,17.8,69.8,134.6,24.2,6.2,5.6,7.0,3.0,-18.0,-2.0,1,0.964,192.9,46.3,50.8,23.2,70.0,125.6,21.6,6.8,7.199999999999999,2.5,4.5,-17.0,-4.0,1.064,209.0,50.8,46.4,24.6,75.7,134.8,22.799999999999997,7.199999999999999,6.8,12.0,5.0,-6.5,-4.0,0
