,date,team_1,team_2,t1_avg_r,t1_avg_acs,t1_avg_k,t1_avg_d,t1_avg_a,t1_avg_kast,t1_avg_adr,t1_avg_hs,t1_avg_fk,t1_avg_fd,t1_top_k_diff,t1_top_fk_diff,t1_bot_k_diff,t1_bot_fk_diff,t2_avg_r,t2_avg_acs,t2_avg_k,t2_avg_d,t2_avg_a,t2_avg_kast,t2_avg_adr,t2_avg_hs,t2_avg_fk,t2_avg_fd,t2_top_k_diff,t2_top_fk_diff,t2_bot_k_diff,t2_bot_fk_diff,winner,t1_avg_r_rolling,t1_avg_acs_rolling,t1_avg_k_rolling,t1_avg_d_rolling,t1_avg_a_rolling,t1_avg_kast_rolling,t1_avg_adr_rolling,t1_avg_hs_rolling,t1_avg_fk_rolling,t1_avg_fd_rolling,t1_top_k_diff_rolling,t1_top_fk_diff_rolling,t1_bot_k_diff_rolling,t1_bot_fk_diff_rolling,t2_avg_r_rolling,t2_avg_acs_rolling,t2_avg_k_rolling,t2_avg_d_rolling,t2_avg_a_rolling,t2_avg_kast_rolling,t2_avg_adr_rolling,t2_avg_hs_rolling,t2_avg_fk_rolling,t2_avg_fd_rolling,t2_top_k_diff_rolling,t2_top_fk_diff_rolling,t2_bot_k_diff_rolling,t2_bot_fk_diff_rolling,opp_code
38,2022-08-12,Cloud9,100 Thieves,0.8739999999999999,186.8,27.4,31.2,13.8,68.2,118.6,20.6,4.4,4.2,3.0,3.0,-12.0,-4.0,1.168,209.2,31.2,27.4,15.4,72.2,136.0,25.4,4.2,4.4,12.0,2.0,-8.0,-1.0,1,1.04,204.0,30.700000000000003,29.9,13.700000000000003,73.3,133.5,19.799999999999997,4.3,4.4,9.0,2.5,-7.0,-3.0,0.972,199.8,29.9,30.700000000000003,11.600000000000001,71.5,129.5,27.3,4.4,4.3,4.0,5.5,-4.5,-4.0,0
39,2023-04-02,Cloud9,Evil Geniuses,1.052,218.0,34.6,32.8,18.2,75.6,143.6,19.2,5.0,4.2,10.0,3.0,-6.0,-1.0,1.016,211.0,32.6,34.6,17.2,71.2,142.0,22.6,4.2,5.0,2.0,2.0,-5.0,-4.0,0,1.0030000000000001,203.4,29.700000000000003,29.5,13.700000000000003,70.9,132.7,20.9,4.2,4.2,7.0,2.0,-8.0,-3.5,1.031,204.0,29.5,29.700000000000003,13.4,71.7,134.1,26.6,4.2,4.2,5.5,5.0,-7.5,-2.5,2
40,2023-04-08,Cloud9,LOUD,0.9339999999999999,190.6,39.6,46.4,18.6,67.2,123.2,23.0,6.4,5.8,1.0,3.0,-14.0,-5.0,1.088,217.4,46.4,39.6,20.0,74.0,148.2,23.4,5.8,6.4,17.0,1.0,0.0,-3.0,1,0.963,202.4,31.000000000000004,32.0,16.0,71.9,131.1,19.9,4.7,4.2,6.5,3.0,-9.0,-2.5,1.092,210.1,31.9,31.000000000000004,16.3,71.7,139.0,24.0,4.2,4.7,7.0,2.0,-6.5,-2.5,8
41,2023-04-15,Cloud9,100 Thieves,1.124,206.8,34.6,30.6,16.2,77.0,141.6,22.8,6.2,3.0,9.0,9.0,-3.0,-1.0,0.906,193.4,30.6,34.6,12.8,68.4,128.8,25.6,3.0,6.2,4.0,0.0,-8.0,-8.0,0,0.993,204.3,37.10000000000001,39.599999999999994,18.4,71.4,133.4,21.1,5.7,5.0,5.5,3.0,-10.0,-3.0,1.052,214.2,39.5,37.10000000000001,18.6,72.6,145.1,23.0,5.0,5.7,9.5,1.5,-2.5,-3.5,0
42,2023-04-23,Cloud9,NRG Esports,1.162,216.8,45.4,40.6,20.6,80.6,141.6,27.6,4.0,4.4,13.0,5.0,-11.0,-4.0,0.8380000000000001,182.6,40.6,45.4,15.4,71.2,122.0,21.6,4.4,4.0,6.0,3.0,-19.0,-3.0,0,1.029,198.7,37.10000000000001,38.5,17.4,72.1,132.39999999999998,22.9,6.300000000000001,4.4,5.0,6.0,-8.5,-3.0,0.9970000000000001,205.4,38.5,37.10000000000001,16.4,71.2,138.5,24.5,4.4,6.300000000000001,10.5,0.5,-4.0,-5.5,11
43,2023-04-25,Cloud9,FURIA,1.114,207.6,31.4,29.2,12.6,75.4,135.8,25.0,4.6,4.0,9.0,4.0,-6.0,-1.0,0.89,195.2,29.2,31.4,11.6,72.0,129.4,25.0,4.0,4.6,5.0,4.0,-9.0,-5.0,0,1.143,211.8,40.0,35.6,18.4,78.8,141.6,25.200000000000003,5.1,3.7,11.0,7.0,-7.0,-2.5,0.8720000000000001,188.0,35.60000000000001,40.0,14.099999999999998,69.80000000000001,125.4,23.6,3.7,5.1,5.0,1.5,-13.5,-5.5,3
44,2023-04-30,Cloud9,Sentinels,1.27,226.2,29.8,20.2,14.0,81.8,145.2,23.4,4.0,3.2,21.0,4.0,0.0,-4.0,0.744,169.0,20.2,29.8,8.6,59.0,112.2,23.8,3.2,4.0,-6.0,2.0,-13.0,-10.0,0,1.138,212.2,38.400000000000006,34.9,16.6,78.0,138.7,26.3,4.3,4.2,11.0,4.5,-8.5,-2.5,0.8640000000000001,188.89999999999998,34.900000000000006,38.400000000000006,13.499999999999998,71.6,125.7,23.3,4.2,4.3,5.5,3.5,-14.0,-4.0,13
45,2023-05-06,Cloud9,MIBR,1.284,219.8,27.8,18.2,13.4,83.8,141.4,26.0,4.2,2.8,19.0,4.0,-1.0,-1.0,0.738,159.6,18.2,27.8,8.2,61.8,110.0,29.6,2.8,4.2,-5.0,3.0,-13.0,-8.0,0,1.1920000000000002,216.89999999999998,30.6,24.7,13.3,78.6,140.5,24.2,4.3,3.6,15.0,4.0,-3.0,-2.5,0.817,182.1,24.700000000000003,30.6,10.099999999999998,65.5,120.80000000000001,24.4,3.6,4.3,-0.5,3.0,-11.0,-7.5,10
46,2023-05-15,Cloud9,Leviatán,1.12,202.6,27.2,24.0,12.2,76.4,132.8,23.6,4.8,2.6,14.0,11.0,-5.0,-3.0,0.898,190.2,24.0,27.2,11.0,70.2,121.4,23.8,2.6,4.8,5.0,0.0,-9.0,-5.0,0,1.2770000000000001,223.0,28.800000000000004,19.2,13.7,82.8,143.29999999999998,24.7,4.1,3.0,20.0,4.0,-0.5,-2.5,0.741,164.3,19.200000000000003,28.800000000000004,8.399999999999999,60.4,111.1,26.700000000000003,3.0,4.1,-5.5,2.5,-13.0,-9.0,9
47,2023-05-19,Cloud9,KRÜ Esports,0.978,200.4,48.2,51.4,23.6,72.8,132.6,23.0,6.4,7.4,12.0,2.0,-14.0,-5.0,1.044,211.2,51.4,48.2,21.2,74.8,138.8,24.6,7.4,6.4,24.0,7.0,-21.0,-3.0,0,1.202,211.2,27.500000000000004,21.1,12.8,80.1,137.1,24.8,4.5,2.7,16.5,7.5,-3.0,-2.0,0.8180000000000001,174.89999999999998,21.1,27.500000000000004,9.599999999999998,66.0,115.7,26.700000000000003,2.7,4.5,0.0,1.5,-11.0,-6.5,7
48,2023-05-24,Cloud9,Evil Geniuses,0.608,152.2,15.4,29.4,9.2,55.4,102.0,25.2,2.2,4.4,-9.0,0.0,-19.0,-6.0,1.4140000000000001,240.0,29.4,15.4,12.2,83.8,149.4,25.6,4.4,2.2,19.0,4.0,7.0,-1.0,1,1.049,201.5,37.7,37.699999999999996,17.900000000000002,74.6,132.7,23.3,5.6,5.0,13.0,6.5,-9.5,-4.0,0.9710000000000001,200.7,37.7,37.7,16.099999999999998,72.5,130.10000000000002,24.200000000000003,5.0,5.6,14.5,3.5,-15.0,-4.0,2
49,2023-05-25,Cloud9,Leviatán,1.082,202.6,43.4,40.8,19.4,75.8,131.8,26.2,6.4,5.8,9.0,5.0,-2.0,-3.0,0.916,199.4,40.8,43.4,16.8,71.4,131.2,22.8,5.8,6.4,7.0,1.0,-18.0,-3.0,0,0.7929999999999999,176.3,31.8,40.39999999999999,16.400000000000002,64.1,117.29999999999998,24.1,4.300000000000001,5.9,1.5,1.0,-16.5,-5.5,1.229,225.6,40.400000000000006,31.8,16.699999999999996,79.3,144.10000000000002,25.1,5.9,4.300000000000001,21.5,5.5,-7.0,-2.0,9
50,2023-05-26,Cloud9,NRG Esports,1.0059999999999998,196.6,47.6,48.6,16.0,70.6,131.2,25.6,7.2,7.0,11.0,4.0,-9.0,-2.0,1.024,200.0,48.6,47.6,23.2,70.8,130.8,22.6,7.0,7.2,16.0,4.0,-11.0,-2.0,1,0.8450000000000001,177.39999999999998,29.4,35.099999999999994,14.3,65.6,116.89999999999999,25.7,4.300000000000001,5.1000000000000005,0.0,2.5,-10.5,-4.5,1.165,219.7,35.1,29.4,14.499999999999998,77.6,140.3,24.200000000000003,5.1000000000000005,4.300000000000001,13.0,2.5,-5.5,-2.0,11
51,2023-07-17,Cloud9,Sentinels,1.024,200.6,41.8,42.4,22.6,73.4,132.4,28.8,5.8,6.2,8.0,4.0,-9.0,-5.0,1.0260000000000002,204.2,42.4,41.8,22.8,73.6,134.2,23.6,6.2,5.8,11.0,2.0,-12.0,-2.0,0,1.044,199.6,45.5,44.699999999999996,17.700000000000003,73.19999999999999,131.5,25.9,6.800000000000001,6.4,10.0,4.5,-5.5,-2.5,0.97,199.7,44.7,45.5,20.0,71.1,131.0,22.700000000000003,6.4,6.800000000000001,11.5,2.5,-14.5,-2.5,13
52,2023-07-18,Cloud9,KRÜ Esports,0.8939999999999999,189.2,34.6,40.0,15.6,69.8,126.2,25.4,4.6,6.0,6.0,2.0,-17.0,-5.0,1.1280000000000001,209.6,40.0,34.6,19.0,77.2,140.0,26.0,6.0,4.6,11.0,6.0,-3.0,-3.0,1,1.015,198.6,44.7,45.5,19.300000000000004,72.0,131.79999999999998,27.200000000000003,6.5,6.6000000000000005,9.5,4.0,-9.0,-3.5,1.0250000000000001,202.1,45.5,44.7,23.0,72.19999999999999,132.5,23.1,6.6000000000000005,6.5,13.5,3.0,-11.5,-2.0,7
53,2023-07-22,Cloud9,Leviatán,0.914,185.2,70.4,81.6,28.4,68.4,121.0,22.8,8.8,13.0,-2.0,0.0,-19.0,-10.0,1.0979999999999999,213.0,81.6,70.4,35.8,78.2,140.8,23.6,13.0,8.8,21.0,10.0,-3.0,1.0,1,0.959,194.89999999999998,38.2,41.199999999999996,19.1,71.60000000000001,129.29999999999998,27.1,5.199999999999999,6.1000000000000005,7.0,3.0,-13.0,-5.0,1.0770000000000002,206.89999999999998,41.2,38.2,20.9,75.4,137.1,24.8,6.1000000000000005,5.199999999999999,11.0,4.0,-7.5,-2.5,9
54,2024-02-16,Cloud9,MIBR,1.062,204.2,48.0,45.6,20.4,76.4,132.4,25.4,6.4,7.2,9.0,4.0,-7.0,-9.0,0.9520000000000002,190.2,45.6,48.0,19.0,73.8,126.0,25.0,7.2,6.4,7.0,5.0,-6.0,-2.0,0,0.9039999999999999,187.2,52.50000000000001,60.8,22.0,69.10000000000001,123.6,24.1,6.699999999999999,9.5,2.0,1.0,-18.0,-7.5,1.113,211.3,60.8,52.50000000000001,27.4,77.7,140.4,24.8,9.5,6.699999999999999,16.0,8.0,-3.0,-1.0,10
55,2024-02-23,Cloud9,NRG Esports,0.8719999999999999,192.6,30.6,34.6,13.8,71.6,127.4,26.4,4.2,5.0,1.0,2.0,-10.0,-3.0,1.1520000000000001,212.6,34.6,30.6,15.4,76.4,140.8,23.4,5.0,4.2,12.0,3.0,-7.0,-2.0,1,0.9880000000000001,194.7,59.2,63.599999999999994,24.4,72.4,126.69999999999999,24.1,7.6,10.1,3.5,2.0,-13.0,-9.5,1.025,201.6,63.599999999999994,59.2,27.4,76.0,133.4,24.3,10.1,7.6,14.0,7.5,-4.5,-0.5,11
56,2024-02-25,Cloud9,MIBR,1.008,192.8,31.8,34.2,16.0,73.0,127.4,25.8,5.2,4.4,4.0,4.0,-9.0,-3.0,1.0239999999999998,203.0,34.2,31.8,14.2,73.8,133.0,30.0,4.4,5.2,8.0,5.0,-6.0,-9.0,1,0.9670000000000001,198.39999999999998,39.3,40.1,17.1,74.0,129.89999999999998,25.9,5.299999999999999,6.1,5.0,3.0,-8.5,-6.0,1.052,201.39999999999998,40.1,39.3,17.2,75.1,133.4,24.2,6.1,5.299999999999999,9.5,4.0,-6.5,-2.0,10
57,2024-04-06,Cloud9,Leviatán,0.9820000000000002,194.8,49.2,51.0,22.0,72.6,133.6,29.8,6.6,8.2,5.0,0.0,-13.0,-5.0,1.014,199.2,50.8,49.2,19.6,73.4,131.0,26.8,8.2,6.6,32.0,4.0,-19.0,-2.0,0,0.94,192.7,31.200000000000003,34.400000000000006,14.9,72.30000000000001,127.4,26.1,4.699999999999999,4.7,2.5,3.0,-9.5,-3.0,1.088,207.8,34.400000000000006,31.200000000000003,14.8,75.1,136.9,26.7,4.7,4.699999999999999,10.0,4.0,-6.5,-5.5,9
58,2024-04-15,Cloud9,Evil Geniuses,1.16,216.6,45.8,38.2,18.2,75.6,138.2,27.8,6.0,6.0,31.0,5.0,-11.0,-4.0,0.8400000000000001,188.8,38.0,45.8,15.2,66.2,127.6,34.4,6.0,6.0,-4.0,4.0,-10.0,-2.0,0,0.9950000000000001,193.8,40.5,42.6,19.0,72.80000000000001,130.5,27.8,5.899999999999999,6.3,4.5,2.0,-11.0,-4.0,1.019,201.1,42.5,40.5,16.900000000000002,73.6,132.0,28.4,6.3,5.899999999999999,20.0,4.5,-12.5,-5.5,2
59,2024-04-20,Cloud9,LOUD,1.1400000000000001,201.8,46.8,38.8,22.2,81.0,131.4,27.4,7.6,5.0,17.0,4.0,1.0,1.0,0.8879999999999999,186.2,38.8,46.8,16.2,66.4,126.4,24.2,5.0,7.6,1.0,0.0,-18.0,-6.0,0,1.0710000000000002,205.7,47.5,44.6,20.1,74.1,135.89999999999998,28.8,6.299999999999999,7.1,18.0,2.5,-12.0,-4.5,0.927,194.0,44.4,47.5,17.400000000000002,69.80000000000001,129.3,30.6,7.1,6.299999999999999,14.0,4.0,-14.5,-2.0,8
60,2024-04-22,Cloud9,100 Thieves,0.762,166.2,21.4,33.0,10.6,60.4,114.2,24.4,3.4,4.4,-2.0,2.0,-17.0,-3.0,1.276,231.6,33.0,21.4,14.6,85.2,151.8,24.8,4.4,3.4,17.0,5.0,-1.0,-2.0,1,1.15,209.2,46.3,38.5,20.2,78.30000000000001,134.79999999999998,27.6,6.799999999999999,5.5,24.0,4.5,-5.0,-1.5,0.864,187.5,38.4,46.3,15.700000000000001,66.30000000000001,127.0,29.300000000000004,5.5,6.799999999999999,-1.5,2.0,-14.0,-4.0,0
61,2024-04-28,Cloud9,FURIA,1.116,218.6,40.8,37.0,20.6,79.4,147.4,23.8,6.4,4.0,16.0,9.0,-11.0,-1.0,0.884,202.4,37.0,40.8,13.4,72.6,131.4,26.2,4.0,6.4,1.0,0.0,-13.0,-5.0,0,0.9510000000000001,184.0,34.1,35.9,16.4,70.7,122.79999999999998,25.9,5.499999999999999,4.7,7.5,3.0,-8.0,-1.0,1.0819999999999999,208.89999999999998,35.9,34.1,15.400000000000002,75.80000000000001,139.10000000000002,24.5,4.7,5.499999999999999,9.0,2.5,-9.5,-4.0,3
62,2024-05-05,Cloud9,MIBR,1.144,226.6,38.8,32.2,13.6,76.6,151.4,29.0,6.2,3.4,23.0,11.0,-6.0,-3.0,0.8539999999999999,195.0,32.2,38.8,12.2,67.2,129.8,29.2,3.4,6.2,1.0,0.0,-25.0,-7.0,0,0.9390000000000001,192.39999999999998,31.1,35.0,15.6,69.9,130.8,24.1,4.8999999999999995,4.2,7.0,5.5,-14.0,-2.0,1.08,217.0,35.0,31.1,14.000000000000002,78.9,141.60000000000002,25.5,4.2,4.8999999999999995,9.0,2.5,-7.0,-3.5,10
63,2024-05-08,Cloud9,G2 Esports,0.8540000000000001,177.0,28.8,35.2,10.0,65.2,118.8,28.4,4.8,4.6,1.0,3.0,-18.0,-3.0,1.1599999999999997,215.6,35.2,28.8,16.2,78.8,141.6,24.2,4.6,4.8,12.0,4.0,-1.0,-4.0,1,1.13,222.6,39.8,34.6,17.1,78.0,149.4,26.4,6.299999999999999,3.7,19.5,10.0,-8.5,-2.0,0.869,198.7,34.6,39.8,12.8,69.9,130.60000000000002,27.7,3.7,6.299999999999999,1.0,0.0,-19.0,-6.0,5
64,2024-06-24,Cloud9,G2 Esports,1.0139999999999998,191.8,42.2,42.6,19.0,71.8,128.8,25.2,6.2,6.4,8.0,5.0,-10.0,-7.0,0.9979999999999999,192.0,42.6,42.2,19.2,69.4,124.0,22.4,6.4,6.2,5.0,5.0,-5.0,-3.0,1,0.999,201.8,33.800000000000004,33.7,11.8,70.9,135.1,28.7,5.499999999999999,4.0,12.0,7.0,-12.0,-3.0,1.007,205.3,33.7,33.800000000000004,14.200000000000003,73.0,135.7,26.7,4.0,5.499999999999999,6.5,2.0,-13.0,-5.5,5
65,2024-07-01,Cloud9,Sentinels,0.8400000000000001,159.2,21.0,27.8,10.4,66.4,104.0,23.0,3.2,4.4,1.0,3.0,-14.0,-4.0,1.166,201.0,27.8,21.4,12.2,78.0,130.2,25.6,4.6,3.4,16.0,11.0,-3.0,-3.0,1,0.9339999999999999,184.4,35.50000000000001,38.900000000000006,14.5,68.5,123.8,26.799999999999997,5.499999999999999,5.5,4.5,4.0,-14.0,-5.0,1.079,203.8,38.900000000000006,35.50000000000001,17.700000000000003,74.1,132.8,23.299999999999997,5.5,5.499999999999999,8.5,4.5,-3.0,-3.5,13
66,2023-04-02,Evil Geniuses,Cloud9,1.016,211.0,32.6,34.6,17.2,71.2,142.0,22.6,4.2,5.0,2.0,2.0,-5.0,-4.0,1.052,218.0,34.6,32.8,18.2,75.6,143.6,19.2,5.0,4.2,10.0,3.0,-6.0,-1.0,1,0.9079999999999999,193.3,43.7,49.8,17.9,67.30000000000001,128.3,28.0,6.5,6.9,9.0,5.5,-18.5,-4.5,1.109,216.60000000000002,49.7,43.7,18.1,75.4,144.8,29.799999999999997,6.8,6.3999999999999995,23.5,3.0,-9.0,-2.5,1
67,2023-04-10,Evil Geniuses,100 Thieves,0.52,85.0,10.0,31.0,15.0,63.0,68.0,28.0,0.0,3.0,-1.0,6.0,-21.0,-6.0,1.2440000000000002,224.0,32.2,23.6,14.4,77.8,146.8,21.2,4.2,3.8,19.0,2.0,1.0,-1.0,1,0.9269999999999999,199.8,30.3,35.5,16.0,68.30000000000001,134.2,26.700000000000003,4.4,4.7,4.0,3.0,-14.0,-3.5,1.1219999999999999,222.2,35.5,30.4,16.4,77.0,148.0,26.5,4.7,4.4,12.0,2.0,-4.5,-1.0,0
68,2023-04-16,Evil Geniuses,KRÜ Esports,1.1,208.0,49.0,44.8,24.8,77.0,136.0,21.4,6.6,7.0,9.0,5.0,-6.0,-5.0,0.9400000000000001,189.0,44.8,49.0,23.0,72.0,123.0,19.4,7.0,6.6,2.0,6.0,-11.0,-3.0,0,0.768,148.0,21.3,32.8,16.1,67.1,105.0,25.3,2.1,4.0,0.5,4.0,-13.0,-5.0,1.1480000000000001,221.0,33.400000000000006,28.2,16.299999999999997,76.69999999999999,145.2,20.2,4.6,4.0,14.5,2.5,-2.5,-1.0,7
69,2023-04-22,Evil Geniuses,FURIA,1.008,200.6,48.2,50.8,21.8,69.8,130.0,23.4,5.8,8.4,7.0,0.0,-13.0,-6.0,1.0,203.8,50.8,48.2,18.6,70.8,135.0,24.6,8.4,5.8,19.0,11.0,-6.0,-3.0,1,0.81,146.5,29.5,37.9,19.9,70.0,102.0,24.7,3.3,5.0,4.0,5.5,-13.5,-5.5,1.092,206.5,38.5,36.3,18.7,74.9,134.9,20.299999999999997,5.6,5.199999999999999,10.5,4.0,-5.0,-2.0,3
70,2023-04-24,Evil Geniuses,LOUD,0.8699999999999999,189.0,34.6,41.0,15.0,68.4,126.0,21.2,3.8,6.6,0.0,1.0,-15.0,-7.0,1.124,221.6,41.0,34.6,16.4,84.0,142.8,26.2,6.6,3.8,15.0,8.0,-1.0,0.0,1,1.054,204.3,48.6,47.8,23.3,73.4,133.0,22.4,6.199999999999999,7.7,8.0,2.5,-9.5,-5.5,0.97,196.4,47.8,48.6,20.8,71.4,129.0,22.0,7.700000000000001,6.199999999999999,10.5,8.5,-8.5,-3.0,8
71,2023-04-30,Evil Geniuses,Leviatán,1.02,190.0,44.8,47.0,17.8,68.2,128.6,25.6,7.4,6.4,11.0,8.0,-15.0,-3.0,1.018,199.8,47.0,44.8,22.8,73.0,132.8,21.0,6.4,7.4,7.0,1.0,-11.0,-3.0,0,0.939,194.8,41.400000000000006,45.9,18.4,69.1,128.0,22.299999999999997,4.8,7.5,3.5,0.5,-14.0,-6.5,1.062,212.7,45.9,41.400000000000006,17.5,77.4,138.9,25.4,7.500000000000001,4.8,17.0,9.5,-3.5,-1.5,9
72,2023-05-06,Evil Geniuses,Sentinels,1.208,213.8,29.0,20.6,15.0,78.8,139.8,26.8,4.4,3.0,16.0,5.0,-7.0,-4.0,0.8380000000000001,174.8,20.6,29.0,8.8,61.2,118.0,25.4,3.0,4.4,6.0,1.0,-18.0,-3.0,0,0.945,189.5,39.7,44.0,16.4,68.30000000000001,127.3,23.4,5.6,6.5,5.5,4.5,-15.0,-5.0,1.0710000000000002,210.7,44.0,39.7,19.6,78.5,137.8,23.6,6.500000000000001,5.6,11.0,4.5,-6.0,-1.5,13
73,2023-05-13,Evil Geniuses,MIBR,1.442,241.8,29.0,16.6,15.0,83.8,160.0,25.2,4.6,2.2,18.0,4.0,8.0,0.0,0.608,154.0,16.4,29.0,8.0,59.2,107.0,24.4,2.0,4.4,-6.0,1.0,-16.0,-5.0,0,1.1139999999999999,201.9,36.9,33.8,16.4,73.5,134.2,26.200000000000003,5.9,4.7,13.5,6.5,-11.0,-3.5,0.928,187.3,33.8,36.9,15.8,67.1,125.4,23.2,4.700000000000001,5.9,6.5,1.0,-14.5,-3.0,10
74,2023-05-18,Evil Geniuses,NRG Esports,0.9040000000000001,201.6,28.8,31.8,11.0,70.2,133.0,24.8,4.2,4.2,3.0,4.0,-13.0,-9.0,1.1019999999999999,213.6,31.8,28.8,13.2,74.0,141.4,26.2,4.2,4.2,7.0,5.0,0.0,-3.0,1,1.325,227.8,29.0,18.6,15.0,81.3,149.9,26.0,4.5,2.6,17.0,4.5,0.5,-2.0,0.7230000000000001,164.4,18.5,29.0,8.4,60.2,112.5,24.9,2.500000000000001,4.4,0.0,1.0,-17.0,-4.0,11
75,2023-05-23,Evil Geniuses,NRG Esports,1.064,206.2,51.4,47.2,20.2,73.8,135.6,29.0,7.2,7.2,29.0,2.0,-7.0,-4.0,0.95,189.0,47.2,51.6,23.2,73.8,124.4,23.2,7.2,7.2,5.0,3.0,-18.0,-2.0,0,1.173,221.7,28.9,24.200000000000003,13.0,77.0,146.5,25.0,4.4,3.2,10.5,4.0,-2.5,-4.5,0.855,183.8,24.1,28.9,10.6,66.6,124.2,25.299999999999997,3.100000000000001,4.300000000000001,0.5,3.0,-8.0,-4.0,11
76,2023-05-24,Evil Geniuses,Cloud9,1.4140000000000001,240.0,29.4,15.4,12.2,83.8,149.4,25.6,4.4,2.2,19.0,4.0,7.0,-1.0,0.608,152.2,15.4,29.4,9.2,55.4,102.0,25.2,2.2,4.4,-9.0,0.0,-19.0,-6.0,0,0.9840000000000001,203.89999999999998,40.1,39.5,15.6,72.0,134.3,26.9,5.7,5.7,16.0,3.0,-10.0,-6.5,1.0259999999999998,201.3,39.5,40.2,18.2,73.9,132.9,24.7,5.700000000000001,5.7,6.0,4.0,-9.0,-2.5,1
77,2023-05-26,Evil Geniuses,LOUD,0.8879999999999999,195.6,41.6,47.2,17.8,68.2,130.2,21.2,6.4,5.8,5.0,6.0,-15.0,-3.0,1.1199999999999999,216.8,47.0,41.8,20.2,73.4,138.0,25.6,6.0,6.6,23.0,2.0,-6.0,-6.0,1,1.239,223.1,40.400000000000006,31.300000000000004,16.2,78.8,142.5,27.3,5.800000000000001,4.7,24.0,3.0,0.0,-2.5,0.7789999999999999,170.6,31.300000000000004,40.5,16.2,64.6,113.2,24.2,4.700000000000001,5.800000000000001,-2.0,1.5,-18.5,-4.0,8
78,2023-05-27,Evil Geniuses,NRG Esports,0.8800000000000001,179.2,51.0,61.8,27.8,69.6,118.6,23.8,7.2,9.8,-1.0,4.0,-28.0,-9.0,1.17,210.8,61.8,51.0,29.2,80.2,137.0,21.4,9.8,7.2,24.0,12.0,-4.0,-2.0,1,1.151,217.8,35.5,31.300000000000004,15.0,76.0,139.8,23.4,5.4,4.0,12.0,5.0,-4.0,-2.0,0.864,184.5,31.200000000000003,35.599999999999994,14.7,64.4,120.0,25.4,4.100000000000001,5.5,7.0,1.0,-12.5,-6.0,11
79,2024-02-24,Evil Geniuses,G2 Esports,1.05,203.6,37.0,35.8,15.0,69.2,133.2,31.2,6.0,4.4,6.0,4.0,-8.0,-6.0,0.954,196.2,35.8,37.0,13.8,72.2,131.8,31.2,4.4,6.0,7.0,2.0,-8.0,-3.0,0,0.884,187.39999999999998,46.3,54.5,22.8,68.9,124.39999999999999,22.5,6.800000000000001,7.800000000000001,2.0,5.0,-21.5,-6.0,1.145,213.8,54.400000000000006,46.4,24.7,76.8,137.5,23.5,7.900000000000002,6.9,23.5,7.0,-5.0,-4.0,5
80,2024-03-02,Evil Geniuses,LOUD,0.9440000000000002,191.4,37.6,43.0,14.8,66.0,127.6,29.8,5.2,6.4,2.0,4.0,-20.0,-7.0,1.052,204.2,43.0,37.6,17.4,76.4,131.8,27.0,6.4,5.2,15.0,5.0,-8.0,-2.0,1,0.9650000000000001,191.39999999999998,44.0,48.8,21.4,69.4,125.89999999999999,27.5,6.6,7.1000000000000005,2.5,4.0,-18.0,-7.5,1.0619999999999998,203.5,48.8,44.0,21.5,76.19999999999999,134.4,26.299999999999997,7.100000000000002,6.6,15.5,7.0,-6.0,-2.5,8
81,2024-04-07,Evil Geniuses,G2 Esports,0.71,176.4,22.0,30.8,10.2,62.8,122.8,30.2,2.6,4.8,10.0,-2.0,-16.0,-3.0,1.31,227.6,30.8,22.0,15.0,78.8,145.6,24.2,4.8,2.6,20.0,3.0,-10.0,0.0,1,0.9970000000000001,197.5,37.3,39.400000000000006,14.9,67.6,130.39999999999998,30.5,5.6,5.4,4.0,4.0,-14.0,-6.5,1.0030000000000001,200.2,39.400000000000006,37.3,15.6,74.3,131.8,29.1,5.400000000000002,5.6,11.0,3.5,-8.0,-2.5,5
82,2024-04-15,Evil Geniuses,Cloud9,0.8400000000000001,188.8,38.0,45.8,15.2,66.2,127.6,34.4,6.0,6.0,-4.0,4.0,-10.0,-2.0,1.16,216.6,45.8,38.2,18.2,75.6,138.2,27.8,6.0,6.0,31.0,5.0,-11.0,-4.0,1,0.8270000000000001,183.9,29.8,36.900000000000006,12.5,64.4,125.19999999999999,30.0,3.9000000000000004,5.6,6.0,1.0,-18.0,-5.0,1.181,215.89999999999998,36.900000000000006,29.8,16.2,77.6,138.7,25.6,5.600000000000001,3.9000000000000004,17.5,4.0,-9.0,-1.0,1
83,2024-04-21,Evil Geniuses,KRÜ Esports,0.772,166.8,22.2,30.6,5.6,55.8,110.8,35.0,3.8,4.2,-3.0,3.0,-15.0,-6.0,1.1800000000000002,214.4,30.6,22.2,10.2,73.8,141.6,33.6,4.2,3.8,14.0,6.0,0.0,-4.0,1,0.775,182.60000000000002,30.0,38.300000000000004,12.7,64.5,125.19999999999999,32.3,4.300000000000001,5.4,3.0,1.0,-13.0,-2.5,1.2349999999999999,222.1,38.300000000000004,30.1,16.6,77.19999999999999,141.89999999999998,26.0,5.400000000000002,4.300000000000001,25.5,4.0,-10.5,-2.0,7
